timestamp,container,cpu_percent,memory_usage,memory_percent,network_io,block_io,pids
2026-09-09T02:27:15Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.02%,25.23MiB / 1GiB,2.46%,1.6kB / 126B,111kB / 52.3MB,6
2026-09-09T02:27:15Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,103.57%,166.7MiB / 1GiB,16.28%,261MB / 1.33MB,2.7MB / 282MB,22
2026-09-09T02:27:18Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.68%,25.33MiB / 1GiB,2.47%,1.6kB / 126B,111kB / 52.3MB,6
2026-09-09T02:27:18Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,104.27%,169MiB / 1GiB,16.50%,281MB / 1.84MB,2.7MB / 330MB,18
2026-09-09T02:27:23Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.71%,27.34MiB / 1GiB,2.67%,1.6kB / 126B,111kB / 52.8MB,6
2026-09-09T02:27:23Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,101.82%,168.6MiB / 1GiB,16.46%,299MB / 2.34MB,2.7MB / 331MB,18
2026-09-09T02:27:27Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,5.95%,26.95MiB / 1GiB,2.63%,1.6kB / 126B,111kB / 52.8MB,6
2026-09-09T02:27:27Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,102.78%,168.2MiB / 1GiB,16.42%,317MB / 2.84MB,2.7MB / 331MB,18
2026-09-09T02:27:32Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,7.78%,31.98MiB / 1GiB,3.12%,3.26kB / 1.55kB,111kB / 54.1MB,7
2026-09-09T02:27:32Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.9MiB / 1GiB,16.40%,320MB / 2.91MB,2.7MB / 331MB,17
2026-09-09T02:27:37Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,50.31%,92.73MiB / 1GiB,9.06%,108MB / 110kB,111kB / 93.5MB,7
2026-09-09T02:27:37Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.04%,167.6MiB / 1GiB,16.37%,320MB / 2.91MB,2.7MB / 331MB,17
2026-09-09T02:27:40Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,48.19%,94.02MiB / 1GiB,9.18%,172MB / 166kB,111kB / 148MB,9
2026-09-09T02:27:40Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.04%,167.5MiB / 1GiB,16.35%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:27:44Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,1.64%,105.3MiB / 1GiB,10.28%,216MB / 208kB,111kB / 159MB,7
2026-09-09T02:27:44Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.1MiB / 1GiB,16.32%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:27:48Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.59%,117.8MiB / 1GiB,11.51%,230MB / 318kB,111kB / 181MB,11
2026-09-09T02:27:48Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,167.1MiB / 1GiB,16.32%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:27:53Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.69%,127.7MiB / 1GiB,12.47%,248MB / 458kB,111kB / 189MB,17
2026-09-09T02:27:53Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.2MiB / 1GiB,16.33%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:27:57Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.51%,121.8MiB / 1GiB,11.89%,263MB / 570kB,111kB / 194MB,10
2026-09-09T02:27:57Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.3MiB / 1GiB,16.34%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:02Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,98.73%,122.2MiB / 1GiB,11.94%,272MB / 634kB,111kB / 208MB,10
2026-09-09T02:28:02Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167MiB / 1GiB,16.31%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:06Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.62%,122.1MiB / 1GiB,11.92%,282MB / 698kB,111kB / 270MB,10
2026-09-09T02:28:06Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,2.55%,167.7MiB / 1GiB,16.38%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:11Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.52%,122.3MiB / 1GiB,11.94%,291MB / 763kB,111kB / 270MB,10
2026-09-09T02:28:11Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,2.92%,167.6MiB / 1GiB,16.37%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:15Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,100.17%,122.2MiB / 1GiB,11.94%,298MB / 812kB,111kB / 270MB,10
2026-09-09T02:28:15Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,2.78%,167.6MiB / 1GiB,16.37%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:20Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.62%,122.1MiB / 1GiB,11.93%,310MB / 892kB,111kB / 270MB,10
2026-09-09T02:28:20Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.5MiB / 1GiB,16.35%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:24Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.34%,122.1MiB / 1GiB,11.92%,319MB / 957kB,111kB / 270MB,10
2026-09-09T02:28:24Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.2MiB / 1GiB,16.33%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:29Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.61%,122MiB / 1GiB,11.91%,329MB / 1.02MB,111kB / 270MB,10
2026-09-09T02:28:29Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,167.3MiB / 1GiB,16.34%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:33Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.96%,122.2MiB / 1GiB,11.93%,338MB / 1.09MB,111kB / 270MB,10
2026-09-09T02:28:33Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,167.1MiB / 1GiB,16.32%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:38Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.71%,122.3MiB / 1GiB,11.94%,348MB / 1.15MB,111kB / 270MB,10
2026-09-09T02:28:38Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.1MiB / 1GiB,16.32%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:42Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.56%,122.1MiB / 1GiB,11.92%,355MB / 1.2MB,111kB / 270MB,10
2026-09-09T02:28:42Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,167.3MiB / 1GiB,16.33%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:47Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,100.29%,122.4MiB / 1GiB,11.95%,367MB / 1.28MB,111kB / 270MB,10
2026-09-09T02:28:47Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.4MiB / 1GiB,16.35%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:51Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.60%,122.2MiB / 1GiB,11.93%,374MB / 1.33MB,111kB / 270MB,10
2026-09-09T02:28:51Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167.2MiB / 1GiB,16.33%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:28:56Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.56%,126.1MiB / 1GiB,12.31%,386MB / 1.41MB,111kB / 270MB,12
2026-09-09T02:28:56Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,2.70%,167.4MiB / 1GiB,16.34%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:29:01Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.52%,129.8MiB / 1GiB,12.68%,395MB / 1.48MB,111kB / 270MB,16
2026-09-09T02:29:01Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.07%,167.2MiB / 1GiB,16.33%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:29:05Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.41%,127.2MiB / 1GiB,12.42%,405MB / 1.54MB,111kB / 270MB,15
2026-09-09T02:29:05Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,167MiB / 1GiB,16.31%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:29:10Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.34%,105.5MiB / 1GiB,10.31%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:10Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,167.1MiB / 1GiB,16.32%,320MB / 2.91MB,2.7MB / 331MB,16
2026-09-09T02:29:14Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.02%,105.8MiB / 1GiB,10.34%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:14Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,15.63%,292.4MiB / 1GiB,28.56%,404MB / 2.94MB,2.7MB / 352MB,17
2026-09-09T02:29:19Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,4.61%,105.7MiB / 1GiB,10.32%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:19Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,26.11%,334.4MiB / 1GiB,32.65%,509MB / 2.98MB,4.05MB / 465MB,18
2026-09-09T02:29:23Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.00%,105.7MiB / 1GiB,10.32%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:23Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,1.15%,271.6MiB / 1GiB,26.53%,531MB / 3MB,5.4MB / 475MB,19
2026-09-09T02:29:28Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.35%,105.9MiB / 1GiB,10.34%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:28Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,103.78%,240.5MiB / 1GiB,23.49%,548MB / 3.44MB,5.4MB / 513MB,22
2026-09-09T02:29:31Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.01%,105.6MiB / 1GiB,10.31%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:31Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,103.33%,246.4MiB / 1GiB,24.06%,564MB / 3.83MB,5.4MB / 559MB,28
2026-09-09T02:29:36Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.00%,105.7MiB / 1GiB,10.32%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:36Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,104.20%,241.9MiB / 1GiB,23.62%,586MB / 4.4MB,5.4MB / 623MB,22
2026-09-09T02:29:40Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.56%,105.9MiB / 1GiB,10.34%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:40Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,101.48%,239.9MiB / 1GiB,23.43%,612MB / 5.09MB,5.4MB / 652MB,18
2026-09-09T02:29:45Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.58%,105.9MiB / 1GiB,10.34%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:45Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,101.34%,240.4MiB / 1GiB,23.47%,626MB / 5.48MB,5.4MB / 652MB,18
2026-09-09T02:29:49Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,5.99%,105.7MiB / 1GiB,10.33%,405MB / 1.55MB,111kB / 270MB,6
2026-09-09T02:29:49Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,239.5MiB / 1GiB,23.39%,639MB / 5.84MB,5.4MB / 652MB,18
2026-09-09T02:29:54Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,51.18%,133.2MiB / 1GiB,13.00%,470MB / 1.64MB,111kB / 304MB,7
2026-09-09T02:29:54Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,239.3MiB / 1GiB,23.37%,639MB / 5.84MB,5.4MB / 652MB,18
2026-09-09T02:29:58Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,45.62%,189.7MiB / 1GiB,18.53%,578MB / 1.79MB,111kB / 343MB,7
2026-09-09T02:29:58Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.03%,238.8MiB / 1GiB,23.32%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:03Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,1.90%,169.8MiB / 1GiB,16.58%,621MB / 1.83MB,111kB / 391MB,7
2026-09-09T02:30:03Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,238.7MiB / 1GiB,23.31%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:07Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.28%,179.5MiB / 1GiB,17.53%,632MB / 1.92MB,111kB / 402MB,11
2026-09-09T02:30:07Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,3.21%,238.4MiB / 1GiB,23.28%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:12Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.02%,180.2MiB / 1GiB,17.60%,645MB / 2.02MB,111kB / 429MB,11
2026-09-09T02:30:12Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,2.51%,238.7MiB / 1GiB,23.31%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:16Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.37%,180.6MiB / 1GiB,17.63%,663MB / 2.15MB,111kB / 441MB,11
2026-09-09T02:30:16Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.07%,238.7MiB / 1GiB,23.31%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:20Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,68.05%,173MiB / 1GiB,16.90%,809MB / 3.31MB,111kB / 448MB,8
2026-09-09T02:30:20Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,238.2MiB / 1GiB,23.26%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:25Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.12%,160.5MiB / 1GiB,15.67%,811MB / 3.32MB,111kB / 468MB,6
2026-09-09T02:30:25Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,238.6MiB / 1GiB,23.30%,639MB / 5.84MB,5.4MB / 652MB,17
2026-09-09T02:30:29Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.11%,160.5MiB / 1GiB,15.67%,811MB / 3.32MB,111kB / 536MB,6
2026-09-09T02:30:29Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,11.85%,356.8MiB / 1GiB,34.84%,724MB / 5.87MB,5.4MB / 673MB,18
2026-09-09T02:30:34Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,5.69%,160.7MiB / 1GiB,15.70%,811MB / 3.32MB,111kB / 544MB,6
2026-09-09T02:30:34Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,29.18%,380.7MiB / 1GiB,37.18%,850MB / 5.92MB,8.09MB / 791MB,20
2026-09-09T02:30:38Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.88%,160.8MiB / 1GiB,15.70%,811MB / 3.32MB,111kB / 550MB,6
2026-09-09T02:30:38Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,35.01%,318.6MiB / 1GiB,31.11%,852MB / 5.96MB,8.1MB / 798MB,21
2026-09-09T02:30:43Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.49%,160.7MiB / 1GiB,15.69%,811MB / 3.32MB,111kB / 555MB,6
2026-09-09T02:30:43Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,102.96%,301.9MiB / 1GiB,29.48%,869MB / 6.41MB,8.1MB / 838MB,22
2026-09-09T02:30:47Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.92%,160.6MiB / 1GiB,15.68%,811MB / 3.32MB,111kB / 559MB,6
2026-09-09T02:30:47Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,102.20%,304.2MiB / 1GiB,29.70%,889MB / 6.91MB,8.1MB / 893MB,22
2026-09-09T02:30:52Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.11%,160.6MiB / 1GiB,15.68%,811MB / 3.32MB,111kB / 565MB,6
2026-09-09T02:30:52Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,103.48%,299.9MiB / 1GiB,29.28%,912MB / 7.49MB,8.1MB / 955MB,18
2026-09-09T02:30:56Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,6.54%,161MiB / 1GiB,15.73%,811MB / 3.32MB,111kB / 567MB,6
2026-09-09T02:30:56Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,101.98%,300.4MiB / 1GiB,29.34%,936MB / 8.14MB,8.1MB / 973MB,18
2026-09-09T02:31:01Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,5.27%,163.1MiB / 1GiB,15.93%,811MB / 3.32MB,111kB / 568MB,8
2026-09-09T02:31:01Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,101.75%,303.5MiB / 1GiB,29.64%,950MB / 8.53MB,8.1MB / 973MB,18
2026-09-09T02:31:05Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,0.02%,160.6MiB / 1GiB,15.68%,811MB / 3.32MB,111kB / 568MB,6
2026-09-09T02:31:05Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.11%,303.2MiB / 1GiB,29.61%,959MB / 8.77MB,8.1MB / 973MB,18
2026-09-09T02:31:10Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,46.57%,170.1MiB / 1GiB,16.61%,875MB / 3.41MB,111kB / 601MB,7
2026-09-09T02:31:10Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.18%,304.8MiB / 1GiB,29.76%,959MB / 8.77MB,8.1MB / 973MB,18
2026-09-09T02:31:14Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,52.01%,172.7MiB / 1GiB,16.87%,962MB / 3.53MB,111kB / 639MB,7
2026-09-09T02:31:14Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.12%,304.3MiB / 1GiB,29.72%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:19Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,1.90%,173.6MiB / 1GiB,16.96%,1.03GB / 3.62MB,111kB / 689MB,7
2026-09-09T02:31:19Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,304.5MiB / 1GiB,29.73%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:23Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.17%,183.7MiB / 1GiB,17.93%,1.04GB / 3.69MB,111kB / 700MB,11
2026-09-09T02:31:23Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,304.2MiB / 1GiB,29.70%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:28Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.69%,184.2MiB / 1GiB,17.99%,1.06GB / 3.86MB,111kB / 719MB,11
2026-09-09T02:31:28Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,3.13%,304.5MiB / 1GiB,29.74%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:33Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.84%,181.5MiB / 1GiB,17.72%,1.07GB / 3.98MB,111kB / 753MB,10
2026-09-09T02:31:33Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,2.41%,306.6MiB / 1GiB,29.94%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:37Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.76%,181.2MiB / 1GiB,17.70%,1.08GB / 4.04MB,111kB / 758MB,10
2026-09-09T02:31:37Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,306.4MiB / 1GiB,29.92%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:42Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,100.40%,181.8MiB / 1GiB,17.75%,1.09GB / 4.11MB,111kB / 840MB,10
2026-09-09T02:31:42Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.08%,306.1MiB / 1GiB,29.89%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:46Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.46%,181.6MiB / 1GiB,17.73%,1.1GB / 4.17MB,111kB / 845MB,10
2026-09-09T02:31:46Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.18%,306.4MiB / 1GiB,29.92%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:51Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.56%,181.8MiB / 1GiB,17.75%,1.11GB / 4.23MB,111kB / 853MB,10
2026-09-09T02:31:51Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.14%,306.4MiB / 1GiB,29.93%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:31:55Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,100.02%,181.4MiB / 1GiB,17.72%,1.12GB / 4.3MB,111kB / 857MB,10
2026-09-09T02:31:55Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.01%,306.1MiB / 1GiB,29.90%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:32:00Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,99.63%,181.6MiB / 1GiB,17.73%,1.13GB / 4.35MB,111kB / 861MB,10
2026-09-09T02:32:00Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.10%,306.6MiB / 1GiB,29.94%,959MB / 8.77MB,8.1MB / 973MB,17
2026-09-09T02:32:04Z,groktocrawl-x-vector-scale-34303200570-vector-eval-postgres-1,5.68%,165.5MiB / 1GiB,16.16%,1.22GB / 4.95MB,111kB / 874MB,6
2026-09-09T02:32:04Z,groktocrawl-x-vector-scale-34303200570-vector-eval-qdrant-1,0.02%,306.5MiB / 1GiB,29.93%,959MB / 8.77MB,8.1MB / 973MB,17
